maintenance_id,repair_request_date,equipment_name,equipment_id,install_date,fault_type,fault_severity,fault_description,repair_status,repair_cost
M00498,2026-07-26,nas,EQUIP73636,2026-05-10,software update,Низкая,Обнаружена software update после 30 дней эксплуатации,Отклонена,1000
M00499,2026-07-26,scaner,EQUIP18095,2026-04-29,software update,Высокая,Обнаружена software update после 21 дней эксплуатации,Новая,5000
M00500,2026-07-27,ip_phone,EQUIP24640,2026-05-03,port testing,Средняя,Обнаружена port testing после 14 дней эксплуатации,Решена,0
M00501,2026-07-28,pc,EQUIP23875,2026-07-03,hardware diagnostics,Высокая,Обнаружена hardware diagnostics после 28 дней эксплуатации,Решена,1000
M00502,2026-07-29,ip_phone,EQUIP52478,2026-05-02,software update,Высокая,Обнаружена software update после 2 дней эксплуатации,Решена,10000
M00503,2026-07-31,pc,EQUIP10351,2026-05-26,dust cleaning,Средняя,Обнаружена dust cleaning после 5 дней эксплуатации,Новая,10000
M00504,2026-07-31,cisco_switch,EQUIP58036,2026-07-12,dust cleaning,Низкая,Обнаружена dust cleaning после 13 дней эксплуатации,Отклонена,10000
M00505,2026-08-02,printer,EQUIP71973,2026-05-09,port testing,Средняя,Обнаружена port testing после 3 дней эксплуатации,Новая,1000
M00506,2026-08-02,pc,EQUIP46483,2026-07-20,dust cleaning,Средняя,Обнаружена dust cleaning после 19 дней эксплуатации,Отклонена,1000
M00507,2026-08-04,pc,EQUIP42313,2026-07-03,port testing,Высокая,Обнаружена port testing после 6 дней эксплуатации,Решена,5000
M00508,2026-08-04,pc,EQUIP52309,2026-07-23,port testing,Низкая,Обнаружена port testing после 5 дней эксплуатации,В обработке,10000
M00509,2026-08-04,printer,EQUIP98119,2026-07-31,error log analysis,Высокая,Обнаружена error log analysis после 28 дней эксплуатации,Решена,1000
M00510,2026-08-04,scaner,EQUIP93812,2026-05-19,error log analysis,Высокая,Обнаружена error log analysis после 23 дней эксплуатации,Новая,0
M00511,2026-08-04,scaner,EQUIP29741,2026-05-30,thermalpaste replace,Средняя,Обнаружена thermalpaste replace после 20 дней эксплуатации,В обработке,1000
M00512,2026-08-05,cisco_switch,EQUIP54186,2026-07-07,port testing,Высокая,Обнаружена port testing после 17 дней эксплуатации,Отклонена,2000
M00513,2026-08-05,cisco_router,EQUIP40220,2026-07-06,software update,Средняя,Обнаружена software update после 6 дней эксплуатации,Решена,10000
M00514,2026-08-07,nas,EQUIP87213,2026-07-17,dust cleaning,Высокая,Обнаружена dust cleaning после 2 дней эксплуатации,Новая,10000
M00515,2026-08-07,cisco_router,EQUIP18106,2026-06-06,hardware diagnostics,Низкая,Обнаружена hardware diagnostics после 28 дней эксплуатации,Отклонена,2000
M00516,2026-08-07,pc,EQUIP42312,2026-07-05,hardware diagnostics,Средняя,Обнаружена hardware diagnostics после 12 дней эксплуатации,Отклонена,2000
M00517,2026-08-07,ip_phone,EQUIP45361,2026-05-27,error log analysis,Высокая,Обнаружена error log analysis после 26 дней эксплуатации,В обработке,0
M00518,2026-08-09,cisco_router,EQUIP98838,2026-05-14,thermalpaste replace,Средняя,Обнаружена thermalpaste replace после 5 дней эксплуатации,Отклонена,10000
M00519,2026-08-11,cisco_router,EQUIP65668,2026-05-15,port testing,Низкая,Обнаружена port testing после 25 дней эксплуатации,Решена,2000
M00520,2026-08-13,ip_phone,EQUIP24709,2026-07-15,hardware diagnostics,Высокая,Обнаружена hardware diagnostics после 20 дней эксплуатации,В обработке,5000
M00521,2026-08-13,scaner,EQUIP95608,2026-06-12,dust cleaning,Низкая,Обнаружена dust cleaning после 3 дней эксплуатации,Новая,1000
M00522,2026-08-14,pc,EQUIP76078,2026-05-20,port testing,Низкая,Обнаружена port testing после 30 дней эксплуатации,Отклонена,0
M00523,2026-08-16,printer,EQUIP98032,2026-05-23,thermalpaste replace,Средняя,Обнаружена thermalpaste replace после 21 дней эксплуатации,Решена,2000
M00524,2026-08-17,pc,EQUIP41374,2026-06-25,thermalpaste replace,Средняя,Обнаружена thermalpaste replace после 5 дней эксплуатации,Отклонена,2000
M00525,2026-08-19,scaner,EQUIP46324,2026-06-02,hardware diagnostics,Средняя,Обнаружена hardware diagnostics после 19 дней эксплуатации,В обработке,0
M00526,2026-08-19,pc,EQUIP20844,2026-07-07,dust cleaning,Средняя,Обнаружена dust cleaning после 6 дней эксплуатации,Новая,0
M00527,2026-08-21,printer,EQUIP76590,2026-07-13,thermalpaste replace,Средняя,Обнаружена thermalpaste replace после 13 дней эксплуатации,Решена,5000
M00528,2026-08-21,pc,EQUIP44778,2026-08-08,port testing,Средняя,Обнаружена port testing после 10 дней эксплуатации,Новая,1000
M00529,2026-08-22,nas,EQUIP58622,2026-07-30,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 3 дней эксплуатации,Решена,1000
M00530,2026-08-24,printer,EQUIP45528,2026-07-25,port testing,Низкая,Обнаружена port testing после 26 дней эксплуатации,Новая,1000
M00531,2026-08-25,scaner,EQUIP34595,2026-07-20,hardware diagnostics,Средняя,Обнаружена hardware diagnostics после 24 дней эксплуатации,Новая,10000
M00532,2026-08-26,cisco_router,EQUIP77331,2026-06-26,port testing,Высокая,Обнаружена port testing после 21 дней эксплуатации,В обработке,0
M00533,2026-08-26,ip_phone,EQUIP26734,2026-07-19,error log analysis,Высокая,Обнаружена error log analysis после 30 дней эксплуатации,Решена,1000
M00534,2026-08-28,cisco_router,EQUIP32415,2026-06-11,dust cleaning,Низкая,Обнаружена dust cleaning после 18 дней эксплуатации,В обработке,0
M00535,2026-08-29,nas,EQUIP85648,2026-06-04,error log analysis,Высокая,Обнаружена error log analysis после 29 дней эксплуатации,Решена,1000
M00536,2026-08-31,pc,EQUIP34465,2026-07-19,error log analysis,Низкая,Обнаружена error log analysis после 1 дней эксплуатации,Отклонена,10000
M00537,2026-09-01,scaner,EQUIP70347,2026-08-10,software update,Низкая,Обнаружена software update после 2 дней эксплуатации,Решена,5000
M00538,2026-09-03,pc,EQUIP99756,2026-07-11,port testing,Средняя,Обнаружена port testing после 22 дней эксплуатации,Отклонена,10000
M00539,2026-09-04,scaner,EQUIP59035,2026-06-19,port testing,Средняя,Обнаружена port testing после 8 дней эксплуатации,Новая,1000
M00540,2026-09-06,nas,EQUIP55868,2026-09-03,software update,Высокая,Обнаружена software update после 19 дней эксплуатации,Новая,5000
M00541,2026-09-07,ip_phone,EQUIP75061,2026-06-18,software update,Низкая,Обнаружена software update после 5 дней эксплуатации,Решена,2000
M00542,2026-09-07,pc,EQUIP39613,2026-07-01,thermalpaste replace,Высокая,Обнаружена thermalpaste replace после 7 дней эксплуатации,Решена,1000
M00543,2026-09-07,ip_phone,EQUIP88697,2026-08-29,dust cleaning,Высокая,Обнаружена dust cleaning после 25 дней эксплуатации,Отклонена,10000
M00544,2026-09-08,nas,EQUIP19507,2026-08-28,port testing,Низкая,Обнаружена port testing после 29 дней эксплуатации,В обработке,10000
M00545,2026-09-09,cisco_switch,EQUIP71889,2026-06-16,software update,Средняя,Обнаружена software update после 3 дней эксплуатации,В обработке,1000
M00546,2026-09-09,ip_phone,EQUIP69178,2026-08-16,thermalpaste replace,Средняя,Обнаружена thermalpaste replace после 28 дней эксплуатации,Отклонена,5000
M00547,2026-09-10,printer,EQUIP31479,2026-09-07,software update,Высокая,Обнаружена software update после 11 дней эксплуатации,Отклонена,2000
M00548,2026-09-10,printer,EQUIP16915,2026-09-03,software update,Средняя,Обнаружена software update после 11 дней эксплуатации,Решена,5000
M00549,2026-09-10,nas,EQUIP48310,2026-06-16,port testing,Высокая,Обнаружена port testing после 25 дней эксплуатации,Решена,1000
M00550,2026-09-11,nas,EQUIP38424,2026-08-30,software update,Высокая,Обнаружена software update после 21 дней эксплуатации,Решена,2000
M00551,2026-09-13,printer,EQUIP75147,2026-08-19,port testing,Высокая,Обнаружена port testing после 5 дней эксплуатации,Решена,5000
M00552,2026-09-13,ip_phone,EQUIP10184,2026-08-19,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 4 дней эксплуатации,В обработке,2000
M00553,2026-09-14,scaner,EQUIP86690,2026-07-25,software update,Высокая,Обнаружена software update после 1 дней эксплуатации,Новая,1000
M00554,2026-09-14,pc,EQUIP29484,2026-06-19,thermalpaste replace,Средняя,Обнаружена thermalpaste replace после 22 дней эксплуатации,Новая,5000
M00555,2026-09-15,ip_phone,EQUIP28513,2026-07-21,error log analysis,Средняя,Обнаружена error log analysis после 16 дней эксплуатации,Новая,10000
M00556,2026-09-17,printer,EQUIP90529,2026-07-30,port testing,Высокая,Обнаружена port testing после 21 дней эксплуатации,Решена,5000
M00557,2026-09-17,printer,EQUIP15991,2026-09-14,hardware diagnostics,Низкая,Обнаружена hardware diagnostics после 8 дней эксплуатации,Решена,5000
M00558,2026-09-18,cisco_router,EQUIP96924,2026-07-07,software update,Высокая,Обнаружена software update после 17 дней эксплуатации,В обработке,2000
M00559,2026-09-19,cisco_router,EQUIP53231,2026-09-10,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 27 дней эксплуатации,Отклонена,10000
M00560,2026-09-20,pc,EQUIP23254,2026-07-09,hardware diagnostics,Низкая,Обнаружена hardware diagnostics после 7 дней эксплуатации,В обработке,0
M00561,2026-09-21,nas,EQUIP47671,2026-08-25,hardware diagnostics,Средняя,Обнаружена hardware diagnostics после 24 дней эксплуатации,Решена,0
M00562,2026-09-23,cisco_router,EQUIP37620,2026-09-17,hardware diagnostics,Средняя,Обнаружена hardware diagnostics после 3 дней эксплуатации,В обработке,1000
M00563,2026-09-24,scaner,EQUIP96862,2026-08-06,hardware diagnostics,Высокая,Обнаружена hardware diagnostics после 4 дней эксплуатации,Новая,5000
M00564,2026-09-26,cisco_switch,EQUIP21460,2026-08-22,port testing,Низкая,Обнаружена port testing после 1 дней эксплуатации,Новая,1000
M00565,2026-09-26,cisco_switch,EQUIP94693,2026-09-09,hardware diagnostics,Низкая,Обнаружена hardware diagnostics после 7 дней эксплуатации,Отклонена,2000
M00566,2026-09-26,printer,EQUIP66284,2026-07-03,software update,Высокая,Обнаружена software update после 8 дней эксплуатации,Решена,5000
M00567,2026-09-28,cisco_router,EQUIP97263,2026-07-09,hardware diagnostics,Низкая,Обнаружена hardware diagnostics после 30 дней эксплуатации,Новая,0
M00568,2026-09-29,nas,EQUIP69873,2026-07-22,thermalpaste replace,Средняя,Обнаружена thermalpaste replace после 25 дней эксплуатации,Отклонена,10000
M00569,2026-10-01,ip_phone,EQUIP24400,2026-08-20,software update,Средняя,Обнаружена software update после 5 дней эксплуатации,Новая,5000
M00570,2026-10-01,cisco_switch,EQUIP62959,2026-07-27,error log analysis,Средняя,Обнаружена error log analysis после 13 дней эксплуатации,Решена,10000
M00571,2026-10-01,nas,EQUIP38441,2026-09-30,error log analysis,Средняя,Обнаружена error log analysis после 18 дней эксплуатации,В обработке,2000
M00572,2026-10-03,pc,EQUIP73522,2026-07-20,port testing,Высокая,Обнаружена port testing после 24 дней эксплуатации,В обработке,1000
M00573,2026-10-04,cisco_switch,EQUIP27473,2026-09-24,hardware diagnostics,Низкая,Обнаружена hardware diagnostics после 12 дней эксплуатации,В обработке,0
M00574,2026-10-06,cisco_router,EQUIP98252,2026-09-22,error log analysis,Средняя,Обнаружена error log analysis после 23 дней эксплуатации,Новая,2000
M00575,2026-10-07,cisco_switch,EQUIP70679,2026-09-18,software update,Низкая,Обнаружена software update после 23 дней эксплуатации,Решена,1000
M00576,2026-10-09,ip_phone,EQUIP91767,2026-07-13,error log analysis,Средняя,Обнаружена error log analysis после 29 дней эксплуатации,Решена,1000
M00577,2026-10-09,pc,EQUIP43069,2026-07-15,software update,Средняя,Обнаружена software update после 12 дней эксплуатации,В обработке,10000
M00578,2026-10-11,pc,EQUIP31523,2026-09-08,dust cleaning,Средняя,Обнаружена dust cleaning после 19 дней эксплуатации,Отклонена,1000
M00579,2026-10-12,ip_phone,EQUIP31386,2026-08-15,dust cleaning,Высокая,Обнаружена dust cleaning после 19 дней эксплуатации,Новая,10000
M00580,2026-10-14,cisco_router,EQUIP99732,2026-07-21,dust cleaning,Средняя,Обнаружена dust cleaning после 18 дней эксплуатации,В обработке,10000
M00581,2026-10-15,printer,EQUIP27259,2026-07-24,thermalpaste replace,Средняя,Обнаружена thermalpaste replace после 21 дней эксплуатации,Отклонена,0
M00582,2026-10-17,cisco_switch,EQUIP16659,2026-08-22,thermalpaste replace,Высокая,Обнаружена thermalpaste replace после 18 дней эксплуатации,В обработке,10000
M00583,2026-10-18,scaner,EQUIP61030,2026-08-09,port testing,Низкая,Обнаружена port testing после 14 дней эксплуатации,В обработке,2000
M00584,2026-10-18,cisco_router,EQUIP72125,2026-09-13,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 2 дней эксплуатации,Отклонена,5000
M00585,2026-10-18,scaner,EQUIP90396,2026-08-30,software update,Средняя,Обнаружена software update после 3 дней эксплуатации,Отклонена,5000
M00586,2026-10-20,ip_phone,EQUIP13230,2026-08-29,thermalpaste replace,Высокая,Обнаружена thermalpaste replace после 28 дней эксплуатации,Решена,1000
M00587,2026-10-22,scaner,EQUIP44880,2026-08-13,software update,Средняя,Обнаружена software update после 11 дней эксплуатации,Отклонена,2000
M00588,2026-10-24,ip_phone,EQUIP17809,2026-08-21,dust cleaning,Высокая,Обнаружена dust cleaning после 13 дней эксплуатации,Решена,10000
M00589,2026-10-26,pc,EQUIP88493,2026-09-01,software update,Средняя,Обнаружена software update после 29 дней эксплуатации,Решена,10000
M00590,2026-10-26,cisco_switch,EQUIP98644,2026-08-14,dust cleaning,Низкая,Обнаружена dust cleaning после 13 дней эксплуатации,Решена,5000
M00591,2026-10-26,cisco_switch,EQUIP63219,2026-10-03,error log analysis,Низкая,Обнаружена error log analysis после 23 дней эксплуатации,Отклонена,5000
M00592,2026-10-28,printer,EQUIP25494,2026-08-12,error log analysis,Средняя,Обнаружена error log analysis после 1 дней эксплуатации,Решена,1000
M00593,2026-10-30,cisco_router,EQUIP30464,2026-10-26,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 20 дней эксплуатации,Отклонена,5000
M00594,2026-11-01,nas,EQUIP77405,2026-10-21,software update,Низкая,Обнаружена software update после 11 дней эксплуатации,Решена,0
M00595,2026-11-01,nas,EQUIP90966,2026-08-14,software update,Низкая,Обнаружена software update после 16 дней эксплуатации,Отклонена,0
M00596,2026-11-03,ip_phone,EQUIP48922,2026-10-21,software update,Низкая,Обнаружена software update после 19 дней эксплуатации,Новая,0
M00597,2026-11-03,cisco_switch,EQUIP27820,2026-08-18,hardware diagnostics,Средняя,Обнаружена hardware diagnostics после 29 дней эксплуатации,Новая,5000
M00598,2026-11-03,cisco_router,EQUIP77365,2026-08-29,hardware diagnostics,Высокая,Обнаружена hardware diagnostics после 5 дней эксплуатации,В обработке,2000
M00599,2026-11-04,ip_phone,EQUIP97541,2026-09-12,software update,Низкая,Обнаружена software update после 23 дней эксплуатации,Решена,10000
M00600,2026-11-05,printer,EQUIP19622,2026-10-03,port testing,Высокая,Обнаружена port testing после 30 дней эксплуатации,В обработке,1000
M00601,2026-11-06,pc,EQUIP79491,2026-08-23,error log analysis,Средняя,Обнаружена error log analysis после 4 дней эксплуатации,Отклонена,0
M00602,2026-11-07,printer,EQUIP32334,2026-09-03,port testing,Высокая,Обнаружена port testing после 2 дней эксплуатации,В обработке,1000
M00603,2026-11-09,printer,EQUIP26443,2026-10-29,software update,Низкая,Обнаружена software update после 28 дней эксплуатации,Отклонена,2000
M00604,2026-11-09,nas,EQUIP53629,2026-10-11,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 27 дней эксплуатации,Новая,1000
M00605,2026-11-10,cisco_switch,EQUIP57572,2026-10-25,error log analysis,Высокая,Обнаружена error log analysis после 19 дней эксплуатации,В обработке,10000
M00606,2026-11-12,scaner,EQUIP77198,2026-09-06,software update,Высокая,Обнаружена software update после 13 дней эксплуатации,Новая,2000
M00607,2026-11-13,cisco_switch,EQUIP63145,2026-09-01,port testing,Средняя,Обнаружена port testing после 12 дней эксплуатации,Новая,5000
M00608,2026-11-13,cisco_router,EQUIP51749,2026-10-19,dust cleaning,Низкая,Обнаружена dust cleaning после 28 дней эксплуатации,Отклонена,2000
M00609,2026-11-15,ip_phone,EQUIP32983,2026-10-04,software update,Низкая,Обнаружена software update после 14 дней эксплуатации,Отклонена,2000
M00610,2026-11-15,pc,EQUIP81931,2026-10-04,dust cleaning,Средняя,Обнаружена dust cleaning после 1 дней эксплуатации,Отклонена,5000
M00611,2026-11-17,ip_phone,EQUIP34611,2026-09-30,thermalpaste replace,Средняя,Обнаружена thermalpaste replace после 26 дней эксплуатации,В обработке,5000
M00612,2026-11-17,printer,EQUIP18404,2026-11-08,port testing,Высокая,Обнаружена port testing после 12 дней эксплуатации,Решена,10000
M00613,2026-11-18,scaner,EQUIP92707,2026-10-02,port testing,Высокая,Обнаружена port testing после 10 дней эксплуатации,Решена,5000
M00614,2026-11-19,pc,EQUIP27006,2026-10-25,port testing,Низкая,Обнаружена port testing после 27 дней эксплуатации,В обработке,0
M00615,2026-11-21,pc,EQUIP51250,2026-10-15,thermalpaste replace,Средняя,Обнаружена thermalpaste replace после 19 дней эксплуатации,Решена,0
M00616,2026-11-23,ip_phone,EQUIP46728,2026-10-31,software update,Высокая,Обнаружена software update после 26 дней эксплуатации,В обработке,10000
M00617,2026-11-23,printer,EQUIP85269,2026-08-28,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 8 дней эксплуатации,Новая,10000
M00618,2026-11-25,pc,EQUIP16637,2026-10-14,port testing,Высокая,Обнаружена port testing после 4 дней эксплуатации,Отклонена,5000
M00619,2026-11-27,cisco_router,EQUIP52889,2026-11-04,port testing,Низкая,Обнаружена port testing после 30 дней эксплуатации,Отклонена,1000
M00620,2026-11-28,cisco_router,EQUIP71985,2026-10-01,dust cleaning,Высокая,Обнаружена dust cleaning после 28 дней эксплуатации,В обработке,1000
M00621,2026-11-30,cisco_switch,EQUIP71203,2026-09-26,software update,Низкая,Обнаружена software update после 16 дней эксплуатации,В обработке,2000
M00622,2026-12-01,nas,EQUIP41211,2026-11-24,error log analysis,Высокая,Обнаружена error log analysis после 20 дней эксплуатации,Решена,5000
M00623,2026-12-02,cisco_router,EQUIP36479,2026-09-20,thermalpaste replace,Средняя,Обнаружена thermalpaste replace после 11 дней эксплуатации,Новая,0
M00624,2026-12-02,cisco_router,EQUIP66033,2026-11-16,thermalpaste replace,Высокая,Обнаружена thermalpaste replace после 20 дней эксплуатации,Новая,5000
M00625,2026-12-02,ip_phone,EQUIP60989,2026-09-22,software update,Высокая,Обнаружена software update после 22 дней эксплуатации,Решена,2000
M00626,2026-12-02,nas,EQUIP88799,2026-09-10,error log analysis,Средняя,Обнаружена error log analysis после 19 дней эксплуатации,Решена,2000
M00627,2026-12-02,cisco_switch,EQUIP58221,2026-10-12,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 5 дней эксплуатации,Новая,5000
M00628,2026-12-02,scaner,EQUIP20345,2026-11-14,hardware diagnostics,Средняя,Обнаружена hardware diagnostics после 9 дней эксплуатации,Отклонена,10000
M00629,2026-12-04,nas,EQUIP12827,2026-10-11,thermalpaste replace,Средняя,Обнаружена thermalpaste replace после 27 дней эксплуатации,Отклонена,10000
M00630,2026-12-04,cisco_switch,EQUIP86437,2026-11-06,dust cleaning,Высокая,Обнаружена dust cleaning после 11 дней эксплуатации,Отклонена,1000
M00631,2026-12-06,nas,EQUIP22169,2026-10-17,port testing,Средняя,Обнаружена port testing после 14 дней эксплуатации,Отклонена,1000
M00632,2026-12-07,nas,EQUIP65821,2026-10-03,error log analysis,Средняя,Обнаружена error log analysis после 11 дней эксплуатации,Решена,0
M00633,2026-12-09,ip_phone,EQUIP42526,2026-09-15,software update,Низкая,Обнаружена software update после 24 дней эксплуатации,Отклонена,1000
M00634,2026-12-11,cisco_router,EQUIP52208,2026-10-31,hardware diagnostics,Низкая,Обнаружена hardware diagnostics после 4 дней эксплуатации,В обработке,2000
M00635,2026-12-12,cisco_switch,EQUIP23024,2026-10-30,error log analysis,Высокая,Обнаружена error log analysis после 3 дней эксплуатации,Новая,10000
M00636,2026-12-14,nas,EQUIP50875,2026-10-19,error log analysis,Низкая,Обнаружена error log analysis после 3 дней эксплуатации,Решена,0
M00637,2026-12-14,cisco_switch,EQUIP55449,2026-10-21,port testing,Высокая,Обнаружена port testing после 12 дней эксплуатации,Новая,1000
M00638,2026-12-15,ip_phone,EQUIP31879,2026-12-10,dust cleaning,Высокая,Обнаружена dust cleaning после 8 дней эксплуатации,Решена,1000
M00639,2026-12-17,pc,EQUIP84585,2026-11-17,software update,Высокая,Обнаружена software update после 17 дней эксплуатации,Отклонена,5000
M00640,2026-12-17,ip_phone,EQUIP78704,2026-10-01,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 26 дней эксплуатации,Отклонена,1000
M00641,2026-12-18,cisco_router,EQUIP42096,2026-09-27,dust cleaning,Средняя,Обнаружена dust cleaning после 19 дней эксплуатации,Новая,1000
M00642,2026-12-20,printer,EQUIP75820,2026-11-22,error log analysis,Низкая,Обнаружена error log analysis после 6 дней эксплуатации,В обработке,10000
M00643,2026-12-21,nas,EQUIP23284,2026-11-26,dust cleaning,Средняя,Обнаружена dust cleaning после 11 дней эксплуатации,В обработке,10000
M00644,2026-12-21,cisco_switch,EQUIP26573,2026-10-22,software update,Низкая,Обнаружена software update после 3 дней эксплуатации,В обработке,5000
M00645,2026-12-22,cisco_router,EQUIP96208,2026-11-17,hardware diagnostics,Высокая,Обнаружена hardware diagnostics после 9 дней эксплуатации,Отклонена,0
M00646,2026-12-23,ip_phone,EQUIP69426,2026-10-30,port testing,Высокая,Обнаружена port testing после 7 дней эксплуатации,Решена,10000
M00647,2026-12-23,cisco_switch,EQUIP51468,2026-12-13,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 25 дней эксплуатации,В обработке,2000
M00648,2026-12-23,scaner,EQUIP35657,2026-10-22,error log analysis,Средняя,Обнаружена error log analysis после 21 дней эксплуатации,Отклонена,5000
M00649,2026-12-25,scaner,EQUIP54723,2026-11-27,dust cleaning,Высокая,Обнаружена dust cleaning после 30 дней эксплуатации,В обработке,5000
M00650,2026-12-26,cisco_router,EQUIP53248,2026-11-03,error log analysis,Высокая,Обнаружена error log analysis после 21 дней эксплуатации,Новая,0
M00651,2026-12-26,nas,EQUIP32933,2026-10-06,thermalpaste replace,Высокая,Обнаружена thermalpaste replace после 19 дней эксплуатации,Решена,1000
M00652,2026-12-27,ip_phone,EQUIP19106,2026-12-12,error log analysis,Низкая,Обнаружена error log analysis после 20 дней эксплуатации,Решена,0
M00653,2026-12-29,cisco_router,EQUIP84366,2026-10-01,port testing,Средняя,Обнаружена port testing после 18 дней эксплуатации,В обработке,10000
M00654,2026-12-30,nas,EQUIP23033,2026-10-07,port testing,Средняя,Обнаружена port testing после 7 дней эксплуатации,Решена,10000
M00655,2026-12-30,ip_phone,EQUIP44963,2026-10-14,error log analysis,Средняя,Обнаружена error log analysis после 28 дней эксплуатации,Новая,5000
M00656,2026-12-30,printer,EQUIP57522,2026-11-21,software update,Низкая,Обнаружена software update после 25 дней эксплуатации,Отклонена,2000
M00657,2027-01-01,cisco_router,EQUIP36613,2026-11-11,software update,Средняя,Обнаружена software update после 28 дней эксплуатации,Отклонена,5000
M00658,2027-01-01,printer,EQUIP59073,2026-10-08,thermalpaste replace,Средняя,Обнаружена thermalpaste replace после 7 дней эксплуатации,Решена,5000
M00659,2027-01-02,nas,EQUIP59673,2026-12-16,error log analysis,Высокая,Обнаружена error log analysis после 25 дней эксплуатации,Решена,0
M00660,2027-01-02,nas,EQUIP91425,2026-12-30,port testing,Средняя,Обнаружена port testing после 27 дней эксплуатации,Решена,10000
M00661,2027-01-04,ip_phone,EQUIP63625,2026-12-04,thermalpaste replace,Средняя,Обнаружена thermalpaste replace после 28 дней эксплуатации,Отклонена,10000
M00662,2027-01-06,nas,EQUIP61939,2026-12-29,thermalpaste replace,Средняя,Обнаружена thermalpaste replace после 28 дней эксплуатации,Решена,2000
M00663,2027-01-07,cisco_router,EQUIP90355,2026-11-21,software update,Высокая,Обнаружена software update после 25 дней эксплуатации,В обработке,1000
M00664,2027-01-07,scaner,EQUIP94662,2026-11-02,error log analysis,Низкая,Обнаружена error log analysis после 7 дней эксплуатации,Отклонена,0
M00665,2027-01-08,cisco_switch,EQUIP48381,2026-11-26,error log analysis,Высокая,Обнаружена error log analysis после 30 дней эксплуатации,В обработке,1000
M00666,2027-01-09,ip_phone,EQUIP39038,2026-11-04,dust cleaning,Высокая,Обнаружена dust cleaning после 25 дней эксплуатации,Решена,5000
M00667,2027-01-10,ip_phone,EQUIP41283,2026-12-14,thermalpaste replace,Средняя,Обнаружена thermalpaste replace после 18 дней эксплуатации,Новая,5000
M00668,2027-01-10,nas,EQUIP63996,2027-01-03,software update,Высокая,Обнаружена software update после 18 дней эксплуатации,Отклонена,2000
M00669,2027-01-11,cisco_router,EQUIP14502,2026-11-03,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 10 дней эксплуатации,В обработке,10000
M00670,2027-01-11,scaner,EQUIP27687,2026-11-29,hardware diagnostics,Высокая,Обнаружена hardware diagnostics после 23 дней эксплуатации,Отклонена,10000
M00671,2027-01-11,pc,EQUIP97762,2026-11-06,port testing,Высокая,Обнаружена port testing после 22 дней эксплуатации,Решена,1000
M00672,2027-01-13,printer,EQUIP44925,2027-01-09,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 10 дней эксплуатации,В обработке,1000
M00673,2027-01-14,nas,EQUIP92277,2026-11-02,dust cleaning,Средняя,Обнаружена dust cleaning после 29 дней эксплуатации,Отклонена,10000
M00674,2027-01-14,printer,EQUIP32224,2026-10-20,software update,Низкая,Обнаружена software update после 29 дней эксплуатации,Решена,5000
M00675,2027-01-15,ip_phone,EQUIP69409,2026-12-25,hardware diagnostics,Средняя,Обнаружена hardware diagnostics после 6 дней эксплуатации,В обработке,5000
M00676,2027-01-16,scaner,EQUIP85695,2026-12-08,dust cleaning,Высокая,Обнаружена dust cleaning после 30 дней эксплуатации,Новая,2000
M00677,2027-01-16,cisco_router,EQUIP25960,2026-12-09,hardware diagnostics,Низкая,Обнаружена hardware diagnostics после 5 дней эксплуатации,Новая,0
M00678,2027-01-17,nas,EQUIP15409,2027-01-04,error log analysis,Низкая,Обнаружена error log analysis после 1 дней эксплуатации,Решена,5000
M00679,2027-01-17,ip_phone,EQUIP96506,2026-12-12,port testing,Средняя,Обнаружена port testing после 8 дней эксплуатации,Решена,2000
M00680,2027-01-18,ip_phone,EQUIP99270,2026-10-29,dust cleaning,Средняя,Обнаружена dust cleaning после 18 дней эксплуатации,В обработке,1000
M00681,2027-01-20,nas,EQUIP24080,2026-11-12,error log analysis,Высокая,Обнаружена error log analysis после 27 дней эксплуатации,Новая,2000
M00682,2027-01-21,cisco_switch,EQUIP36857,2026-12-12,hardware diagnostics,Средняя,Обнаружена hardware diagnostics после 6 дней эксплуатации,В обработке,1000
M00683,2027-01-21,cisco_router,EQUIP25401,2026-11-28,error log analysis,Высокая,Обнаружена error log analysis после 16 дней эксплуатации,Решена,0
M00684,2027-01-23,scaner,EQUIP31998,2027-01-07,software update,Средняя,Обнаружена software update после 16 дней эксплуатации,Отклонена,1000
M00685,2027-01-23,pc,EQUIP36001,2026-10-29,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 3 дней эксплуатации,Отклонена,0
M00686,2027-01-25,nas,EQUIP21034,2027-01-09,error log analysis,Высокая,Обнаружена error log analysis после 16 дней эксплуатации,В обработке,1000
M00687,2027-01-26,cisco_router,EQUIP27315,2026-12-31,error log analysis,Средняя,Обнаружена error log analysis после 25 дней эксплуатации,Решена,1000
